,Feature1,Feature2,Correlation_x,Correlation_y,_merge
2081,Ne_rho_z29,Ne_rho_z60,True,,left_only
2082,Ne_rho_z29,Ne_rho_z61,True,,left_only
2083,Ne_rho_z29,Ne_rho_z62,True,,left_only
2084,Ne_rho_z29,Ne_rho_z63,True,,left_only
2085,Ne_rho_z29,Ne_rho_z64,True,,left_only
2086,Ne_rho_z29,Ne_rho_z65,True,,left_only
2087,Ne_rho_z29,Ne_rho_z66,True,,left_only
2088,Ne_rho_z29,Ne_rho_z67,True,,left_only
2143,Ne_rho_z29,Te_rho_z63,True,,left_only
2144,Ne_rho_z29,Te_rho_z64,True,,left_only
2145,Ne_rho_z29,Te_rho_z65,True,,left_only
2146,Ne_rho_z29,Te_rho_z66,True,,left_only
2147,Ne_rho_z29,Te_rho_z67,True,,left_only
2152,Ne_rho_z3,Ne_rho_z11,True,,left_only
2164,Ne_rho_z30,Ne_rho_z13,True,,left_only
2165,Ne_rho_z30,Ne_rho_z14,True,,left_only
2166,Ne_rho_z30,Ne_rho_z15,True,,left_only
2167,Ne_rho_z30,Ne_rho_z16,True,,left_only
2168,Ne_rho_z30,Ne_rho_z17,True,,left_only
2169,Ne_rho_z30,Ne_rho_z18,True,,left_only
2170,Ne_rho_z30,Ne_rho_z19,True,,left_only
2171,Ne_rho_z30,Ne_rho_z20,True,,left_only
2172,Ne_rho_z30,Ne_rho_z21,True,,left_only
2173,Ne_rho_z30,Ne_rho_z22,True,,left_only
2210,Ne_rho_z30,Ne_rho_z60,True,,left_only
2211,Ne_rho_z30,Ne_rho_z61,True,,left_only
2212,Ne_rho_z30,Ne_rho_z62,True,,left_only
2213,Ne_rho_z30,Ne_rho_z63,True,,left_only
2214,Ne_rho_z30,Ne_rho_z64,True,,left_only
2215,Ne_rho_z30,Ne_rho_z65,True,,left_only
2216,Ne_rho_z30,Ne_rho_z66,True,,left_only
2217,Ne_rho_z30,Ne_rho_z67,True,,left_only
2272,Ne_rho_z30,Te_rho_z63,True,,left_only
2273,Ne_rho_z30,Te_rho_z64,True,,left_only
2274,Ne_rho_z30,Te_rho_z65,True,,left_only
2275,Ne_rho_z30,Te_rho_z66,True,,left_only
2276,Ne_rho_z30,Te_rho_z67,True,,left_only
2283,Ne_rho_z31,Ne_rho_z13,True,,left_only
2284,Ne_rho_z31,Ne_rho_z14,True,,left_only
2285,Ne_rho_z31,Ne_rho_z16,True,,left_only
2286,Ne_rho_z31,Ne_rho_z17,True,,left_only
2287,Ne_rho_z31,Ne_rho_z18,True,,left_only
2288,Ne_rho_z31,Ne_rho_z19,True,,left_only
2289,Ne_rho_z31,Ne_rho_z20,True,,left_only
2290,Ne_rho_z31,Ne_rho_z21,True,,left_only
2291,Ne_rho_z31,Ne_rho_z22,True,,left_only
2328,Ne_rho_z31,Ne_rho_z60,True,,left_only
2329,Ne_rho_z31,Ne_rho_z61,True,,left_only
2330,Ne_rho_z31,Ne_rho_z62,True,,left_only
2331,Ne_rho_z31,Ne_rho_z63,True,,left_only
2332,Ne_rho_z31,Ne_rho_z64,True,,left_only
2333,Ne_rho_z31,Ne_rho_z65,True,,left_only
2334,Ne_rho_z31,Ne_rho_z66,True,,left_only
2335,Ne_rho_z31,Ne_rho_z67,True,,left_only
2390,Ne_rho_z31,Te_rho_z63,True,,left_only
2391,Ne_rho_z31,Te_rho_z64,True,,left_only
2392,Ne_rho_z31,Te_rho_z65,True,,left_only
2393,Ne_rho_z31,Te_rho_z66,True,,left_only
2394,Ne_rho_z31,Te_rho_z67,True,,left_only
2401,Ne_rho_z32,Ne_rho_z13,True,,left_only
2402,Ne_rho_z32,Ne_rho_z14,True,,left_only
2403,Ne_rho_z32,Ne_rho_z16,True,,left_only
2404,Ne_rho_z32,Ne_rho_z17,True,,left_only
2405,Ne_rho_z32,Ne_rho_z18,True,,left_only
2406,Ne_rho_z32,Ne_rho_z19,True,,left_only
2407,Ne_rho_z32,Ne_rho_z20,True,,left_only
2408,Ne_rho_z32,Ne_rho_z21,True,,left_only
2409,Ne_rho_z32,Ne_rho_z22,True,,left_only
2446,Ne_rho_z32,Ne_rho_z60,True,,left_only
2447,Ne_rho_z32,Ne_rho_z61,True,,left_only
2448,Ne_rho_z32,Ne_rho_z62,True,,left_only
2449,Ne_rho_z32,Ne_rho_z63,True,,left_only
2450,Ne_rho_z32,Ne_rho_z64,True,,left_only
2451,Ne_rho_z32,Ne_rho_z65,True,,left_only
2452,Ne_rho_z32,Ne_rho_z66,True,,left_only
2453,Ne_rho_z32,Ne_rho_z67,True,,left_only
2508,Ne_rho_z32,Te_rho_z63,True,,left_only
2509,Ne_rho_z32,Te_rho_z64,True,,left_only
2510,Ne_rho_z32,Te_rho_z65,True,,left_only
2511,Ne_rho_z32,Te_rho_z66,True,,left_only
2512,Ne_rho_z32,Te_rho_z67,True,,left_only
2519,Ne_rho_z33,Ne_rho_z14,True,,left_only
2520,Ne_rho_z33,Ne_rho_z16,True,,left_only
2521,Ne_rho_z33,Ne_rho_z17,True,,left_only
2522,Ne_rho_z33,Ne_rho_z18,True,,left_only
2523,Ne_rho_z33,Ne_rho_z19,True,,left_only
2524,Ne_rho_z33,Ne_rho_z20,True,,left_only
2525,Ne_rho_z33,Ne_rho_z21,True,,left_only
2526,Ne_rho_z33,Ne_rho_z22,True,,left_only
2527,Ne_rho_z33,Ne_rho_z23,True,,left_only
2562,Ne_rho_z33,Ne_rho_z59,True,,left_only
2563,Ne_rho_z33,Ne_rho_z60,True,,left_only
2564,Ne_rho_z33,Ne_rho_z61,True,,left_only
2565,Ne_rho_z33,Ne_rho_z62,True,,left_only
2566,Ne_rho_z33,Ne_rho_z63,True,,left_only
2567,Ne_rho_z33,Ne_rho_z64,True,,left_only
2568,Ne_rho_z33,Ne_rho_z65,True,,left_only
2569,Ne_rho_z33,Ne_rho_z66,True,,left_only
2570,Ne_rho_z33,Ne_rho_z67,True,,left_only
2624,Ne_rho_z33,Te_rho_z62,True,,left_only
2625,Ne_rho_z33,Te_rho_z63,True,,left_only
2626,Ne_rho_z33,Te_rho_z64,True,,left_only
2627,Ne_rho_z33,Te_rho_z65,True,,left_only
2628,Ne_rho_z33,Te_rho_z66,True,,left_only
2629,Ne_rho_z33,Te_rho_z67,True,,left_only
2636,Ne_rho_z34,Ne_rho_z14,True,,left_only
2637,Ne_rho_z34,Ne_rho_z16,True,,left_only
2638,Ne_rho_z34,Ne_rho_z17,True,,left_only
2639,Ne_rho_z34,Ne_rho_z18,True,,left_only
2640,Ne_rho_z34,Ne_rho_z19,True,,left_only
2641,Ne_rho_z34,Ne_rho_z20,True,,left_only
2642,Ne_rho_z34,Ne_rho_z21,True,,left_only
2643,Ne_rho_z34,Ne_rho_z22,True,,left_only
2644,Ne_rho_z34,Ne_rho_z23,True,,left_only
2679,Ne_rho_z34,Ne_rho_z59,True,,left_only
2680,Ne_rho_z34,Ne_rho_z60,True,,left_only
2681,Ne_rho_z34,Ne_rho_z61,True,,left_only
2682,Ne_rho_z34,Ne_rho_z62,True,,left_only
2683,Ne_rho_z34,Ne_rho_z63,True,,left_only
2684,Ne_rho_z34,Ne_rho_z64,True,,left_only
2685,Ne_rho_z34,Ne_rho_z65,True,,left_only
2686,Ne_rho_z34,Ne_rho_z66,True,,left_only
2687,Ne_rho_z34,Ne_rho_z67,True,,left_only
2740,Ne_rho_z34,Te_rho_z62,True,,left_only
2741,Ne_rho_z34,Te_rho_z63,True,,left_only
2742,Ne_rho_z34,Te_rho_z64,True,,left_only
2743,Ne_rho_z34,Te_rho_z65,True,,left_only
2744,Ne_rho_z34,Te_rho_z66,True,,left_only
2745,Ne_rho_z34,Te_rho_z67,True,,left_only
2752,Ne_rho_z35,Ne_rho_z14,True,,left_only
2753,Ne_rho_z35,Ne_rho_z16,True,,left_only
2754,Ne_rho_z35,Ne_rho_z17,True,,left_only
2755,Ne_rho_z35,Ne_rho_z18,True,,left_only
2756,Ne_rho_z35,Ne_rho_z19,True,,left_only
2757,Ne_rho_z35,Ne_rho_z20,True,,left_only
2758,Ne_rho_z35,Ne_rho_z21,True,,left_only
2759,Ne_rho_z35,Ne_rho_z22,True,,left_only
2760,Ne_rho_z35,Ne_rho_z23,True,,left_only
2795,Ne_rho_z35,Ne_rho_z59,True,,left_only
2796,Ne_rho_z35,Ne_rho_z60,True,,left_only
2797,Ne_rho_z35,Ne_rho_z61,True,,left_only
2798,Ne_rho_z35,Ne_rho_z62,True,,left_only
2799,Ne_rho_z35,Ne_rho_z63,True,,left_only
2800,Ne_rho_z35,Ne_rho_z64,True,,left_only
2801,Ne_rho_z35,Ne_rho_z65,True,,left_only
2802,Ne_rho_z35,Ne_rho_z66,True,,left_only
2803,Ne_rho_z35,Ne_rho_z67,True,,left_only
2856,Ne_rho_z35,Te_rho_z62,True,,left_only
2857,Ne_rho_z35,Te_rho_z63,True,,left_only
2858,Ne_rho_z35,Te_rho_z64,True,,left_only
2859,Ne_rho_z35,Te_rho_z65,True,,left_only
2860,Ne_rho_z35,Te_rho_z66,True,,left_only
2866,Ne_rho_z36,Ne_rho_z14,True,,left_only
2867,Ne_rho_z36,Ne_rho_z16,True,,left_only
2868,Ne_rho_z36,Ne_rho_z17,True,,left_only
2869,Ne_rho_z36,Ne_rho_z18,True,,left_only
2870,Ne_rho_z36,Ne_rho_z19,True,,left_only
2871,Ne_rho_z36,Ne_rho_z20,True,,left_only
2872,Ne_rho_z36,Ne_rho_z21,True,,left_only
2873,Ne_rho_z36,Ne_rho_z22,True,,left_only
2874,Ne_rho_z36,Ne_rho_z23,True,,left_only
2909,Ne_rho_z36,Ne_rho_z59,True,,left_only
2910,Ne_rho_z36,Ne_rho_z60,True,,left_only
2911,Ne_rho_z36,Ne_rho_z61,True,,left_only
2912,Ne_rho_z36,Ne_rho_z62,True,,left_only
2913,Ne_rho_z36,Ne_rho_z63,True,,left_only
2914,Ne_rho_z36,Ne_rho_z64,True,,left_only
2915,Ne_rho_z36,Ne_rho_z65,True,,left_only
2916,Ne_rho_z36,Ne_rho_z66,True,,left_only
2917,Ne_rho_z36,Ne_rho_z67,True,,left_only
2970,Ne_rho_z36,Te_rho_z62,True,,left_only
2971,Ne_rho_z36,Te_rho_z63,True,,left_only
2972,Ne_rho_z36,Te_rho_z64,True,,left_only
2973,Ne_rho_z36,Te_rho_z65,True,,left_only
2979,Ne_rho_z37,Ne_rho_z14,True,,left_only
2980,Ne_rho_z37,Ne_rho_z16,True,,left_only
2981,Ne_rho_z37,Ne_rho_z17,True,,left_only
2982,Ne_rho_z37,Ne_rho_z18,True,,left_only
2983,Ne_rho_z37,Ne_rho_z19,True,,left_only
2984,Ne_rho_z37,Ne_rho_z20,True,,left_only
2985,Ne_rho_z37,Ne_rho_z21,True,,left_only
2986,Ne_rho_z37,Ne_rho_z22,True,,left_only
2987,Ne_rho_z37,Ne_rho_z23,True,,left_only
3022,Ne_rho_z37,Ne_rho_z59,True,,left_only
3023,Ne_rho_z37,Ne_rho_z60,True,,left_only
3024,Ne_rho_z37,Ne_rho_z61,True,,left_only
3025,Ne_rho_z37,Ne_rho_z62,True,,left_only
3026,Ne_rho_z37,Ne_rho_z63,True,,left_only
3027,Ne_rho_z37,Ne_rho_z64,True,,left_only
3028,Ne_rho_z37,Ne_rho_z65,True,,left_only
3029,Ne_rho_z37,Ne_rho_z66,True,,left_only
3030,Ne_rho_z37,Ne_rho_z67,True,,left_only
3083,Ne_rho_z37,Te_rho_z62,True,,left_only
3084,Ne_rho_z37,Te_rho_z63,True,,left_only
3085,Ne_rho_z37,Te_rho_z64,True,,left_only
3086,Ne_rho_z37,Te_rho_z65,True,,left_only
3092,Ne_rho_z38,Ne_rho_z14,True,,left_only
3093,Ne_rho_z38,Ne_rho_z16,True,,left_only
3094,Ne_rho_z38,Ne_rho_z17,True,,left_only
3095,Ne_rho_z38,Ne_rho_z18,True,,left_only
3096,Ne_rho_z38,Ne_rho_z19,True,,left_only
3097,Ne_rho_z38,Ne_rho_z20,True,,left_only
3098,Ne_rho_z38,Ne_rho_z21,True,,left_only
3099,Ne_rho_z38,Ne_rho_z22,True,,left_only
3100,Ne_rho_z38,Ne_rho_z23,True,,left_only
3101,Ne_rho_z38,Ne_rho_z24,True,,left_only
3135,Ne_rho_z38,Ne_rho_z59,True,,left_only
3136,Ne_rho_z38,Ne_rho_z60,True,,left_only
3137,Ne_rho_z38,Ne_rho_z61,True,,left_only
3138,Ne_rho_z38,Ne_rho_z62,True,,left_only
3139,Ne_rho_z38,Ne_rho_z63,True,,left_only
3140,Ne_rho_z38,Ne_rho_z64,True,,left_only
3141,Ne_rho_z38,Ne_rho_z65,True,,left_only
3142,Ne_rho_z38,Ne_rho_z66,True,,left_only
3143,Ne_rho_z38,Ne_rho_z67,True,,left_only
3196,Ne_rho_z38,Te_rho_z62,True,,left_only
3197,Ne_rho_z38,Te_rho_z63,True,,left_only
3198,Ne_rho_z38,Te_rho_z64,True,,left_only
3204,Ne_rho_z39,Ne_rho_z14,True,,left_only
3205,Ne_rho_z39,Ne_rho_z16,True,,left_only
3206,Ne_rho_z39,Ne_rho_z17,True,,left_only
3207,Ne_rho_z39,Ne_rho_z18,True,,left_only
3208,Ne_rho_z39,Ne_rho_z19,True,,left_only
3209,Ne_rho_z39,Ne_rho_z20,True,,left_only
3210,Ne_rho_z39,Ne_rho_z21,True,,left_only
3211,Ne_rho_z39,Ne_rho_z22,True,,left_only
3212,Ne_rho_z39,Ne_rho_z23,True,,left_only
3213,Ne_rho_z39,Ne_rho_z24,True,,left_only
3247,Ne_rho_z39,Ne_rho_z59,True,,left_only
3248,Ne_rho_z39,Ne_rho_z60,True,,left_only
3249,Ne_rho_z39,Ne_rho_z61,True,,left_only
3250,Ne_rho_z39,Ne_rho_z62,True,,left_only
3251,Ne_rho_z39,Ne_rho_z63,True,,left_only
3252,Ne_rho_z39,Ne_rho_z64,True,,left_only
3253,Ne_rho_z39,Ne_rho_z65,True,,left_only
3254,Ne_rho_z39,Ne_rho_z66,True,,left_only
3255,Ne_rho_z39,Ne_rho_z67,True,,left_only
3308,Ne_rho_z39,Te_rho_z62,True,,left_only
3309,Ne_rho_z39,Te_rho_z63,True,,left_only
3310,Ne_rho_z39,Te_rho_z64,True,,left_only
3326,Ne_rho_z40,Ne_rho_z14,True,,left_only
3327,Ne_rho_z40,Ne_rho_z16,True,,left_only
3328,Ne_rho_z40,Ne_rho_z17,True,,left_only
3329,Ne_rho_z40,Ne_rho_z18,True,,left_only
3330,Ne_rho_z40,Ne_rho_z19,True,,left_only
3331,Ne_rho_z40,Ne_rho_z20,True,,left_only
3332,Ne_rho_z40,Ne_rho_z21,True,,left_only
3333,Ne_rho_z40,Ne_rho_z22,True,,left_only
3334,Ne_rho_z40,Ne_rho_z23,True,,left_only
3335,Ne_rho_z40,Ne_rho_z24,True,,left_only
3369,Ne_rho_z40,Ne_rho_z59,True,,left_only
3370,Ne_rho_z40,Ne_rho_z60,True,,left_only
3371,Ne_rho_z40,Ne_rho_z61,True,,left_only
3372,Ne_rho_z40,Ne_rho_z62,True,,left_only
3373,Ne_rho_z40,Ne_rho_z63,True,,left_only
3374,Ne_rho_z40,Ne_rho_z64,True,,left_only
3375,Ne_rho_z40,Ne_rho_z65,True,,left_only
3376,Ne_rho_z40,Ne_rho_z66,True,,left_only
3377,Ne_rho_z40,Ne_rho_z67,True,,left_only
3429,Ne_rho_z40,Te_rho_z62,True,,left_only
3430,Ne_rho_z40,Te_rho_z63,True,,left_only
3431,Ne_rho_z40,Te_rho_z64,True,,left_only
3437,Ne_rho_z41,Ne_rho_z14,True,,left_only
3438,Ne_rho_z41,Ne_rho_z16,True,,left_only
3439,Ne_rho_z41,Ne_rho_z17,True,,left_only
3440,Ne_rho_z41,Ne_rho_z18,True,,left_only
3441,Ne_rho_z41,Ne_rho_z19,True,,left_only
3442,Ne_rho_z41,Ne_rho_z20,True,,left_only
3443,Ne_rho_z41,Ne_rho_z21,True,,left_only
3444,Ne_rho_z41,Ne_rho_z22,True,,left_only
3445,Ne_rho_z41,Ne_rho_z23,True,,left_only
3446,Ne_rho_z41,Ne_rho_z24,True,,left_only
3481,Ne_rho_z41,Ne_rho_z60,True,,left_only
3482,Ne_rho_z41,Ne_rho_z61,True,,left_only
3483,Ne_rho_z41,Ne_rho_z62,True,,left_only
3484,Ne_rho_z41,Ne_rho_z63,True,,left_only
3485,Ne_rho_z41,Ne_rho_z64,True,,left_only
3486,Ne_rho_z41,Ne_rho_z65,True,,left_only
3487,Ne_rho_z41,Ne_rho_z66,True,,left_only
3488,Ne_rho_z41,Ne_rho_z67,True,,left_only
3541,Ne_rho_z41,Te_rho_z63,True,,left_only
3542,Ne_rho_z41,Te_rho_z64,True,,left_only
3548,Ne_rho_z42,Ne_rho_z14,True,,left_only
3549,Ne_rho_z42,Ne_rho_z16,True,,left_only
3550,Ne_rho_z42,Ne_rho_z17,True,,left_only
3551,Ne_rho_z42,Ne_rho_z18,True,,left_only
3552,Ne_rho_z42,Ne_rho_z19,True,,left_only
3553,Ne_rho_z42,Ne_rho_z20,True,,left_only
3554,Ne_rho_z42,Ne_rho_z21,True,,left_only
3555,Ne_rho_z42,Ne_rho_z22,True,,left_only
3556,Ne_rho_z42,Ne_rho_z23,True,,left_only
3592,Ne_rho_z42,Ne_rho_z60,True,,left_only
3593,Ne_rho_z42,Ne_rho_z61,True,,left_only
3594,Ne_rho_z42,Ne_rho_z62,True,,left_only
3595,Ne_rho_z42,Ne_rho_z63,True,,left_only
3596,Ne_rho_z42,Ne_rho_z64,True,,left_only
3597,Ne_rho_z42,Ne_rho_z65,True,,left_only
3598,Ne_rho_z42,Ne_rho_z66,True,,left_only
3599,Ne_rho_z42,Ne_rho_z67,True,,left_only
3652,Ne_rho_z42,Te_rho_z63,True,,left_only
3653,Ne_rho_z42,Te_rho_z64,True,,left_only
3659,Ne_rho_z43,Ne_rho_z14,True,,left_only
3660,Ne_rho_z43,Ne_rho_z16,True,,left_only
3661,Ne_rho_z43,Ne_rho_z17,True,,left_only
3662,Ne_rho_z43,Ne_rho_z18,True,,left_only
3663,Ne_rho_z43,Ne_rho_z19,True,,left_only
3664,Ne_rho_z43,Ne_rho_z20,True,,left_only
3665,Ne_rho_z43,Ne_rho_z21,True,,left_only
3666,Ne_rho_z43,Ne_rho_z22,True,,left_only
3667,Ne_rho_z43,Ne_rho_z23,True,,left_only
3703,Ne_rho_z43,Ne_rho_z60,True,,left_only
3704,Ne_rho_z43,Ne_rho_z61,True,,left_only
3705,Ne_rho_z43,Ne_rho_z62,True,,left_only
3706,Ne_rho_z43,Ne_rho_z63,True,,left_only
3707,Ne_rho_z43,Ne_rho_z64,True,,left_only
3708,Ne_rho_z43,Ne_rho_z65,True,,left_only
3709,Ne_rho_z43,Ne_rho_z66,True,,left_only
3710,Ne_rho_z43,Ne_rho_z67,True,,left_only
3764,Ne_rho_z43,Te_rho_z64,True,,left_only
3770,Ne_rho_z44,Ne_rho_z14,True,,left_only
3771,Ne_rho_z44,Ne_rho_z16,True,,left_only
3772,Ne_rho_z44,Ne_rho_z17,True,,left_only
3773,Ne_rho_z44,Ne_rho_z18,True,,left_only
3774,Ne_rho_z44,Ne_rho_z19,True,,left_only
3775,Ne_rho_z44,Ne_rho_z20,True,,left_only
3776,Ne_rho_z44,Ne_rho_z21,True,,left_only
3777,Ne_rho_z44,Ne_rho_z22,True,,left_only
3778,Ne_rho_z44,Ne_rho_z23,True,,left_only
3815,Ne_rho_z44,Ne_rho_z61,True,,left_only
3816,Ne_rho_z44,Ne_rho_z62,True,,left_only
3817,Ne_rho_z44,Ne_rho_z63,True,,left_only
3818,Ne_rho_z44,Ne_rho_z64,True,,left_only
3819,Ne_rho_z44,Ne_rho_z65,True,,left_only
3820,Ne_rho_z44,Ne_rho_z66,True,,left_only
3821,Ne_rho_z44,Ne_rho_z67,True,,left_only
3875,Ne_rho_z44,Te_rho_z64,True,,left_only
3881,Ne_rho_z45,Ne_rho_z14,True,,left_only
3882,Ne_rho_z45,Ne_rho_z16,True,,left_only
3883,Ne_rho_z45,Ne_rho_z17,True,,left_only
3884,Ne_rho_z45,Ne_rho_z18,True,,left_only
3885,Ne_rho_z45,Ne_rho_z19,True,,left_only
3886,Ne_rho_z45,Ne_rho_z20,True,,left_only
3887,Ne_rho_z45,Ne_rho_z21,True,,left_only
3888,Ne_rho_z45,Ne_rho_z22,True,,left_only
3889,Ne_rho_z45,Ne_rho_z23,True,,left_only
3926,Ne_rho_z45,Ne_rho_z61,True,,left_only
3927,Ne_rho_z45,Ne_rho_z62,True,,left_only
3928,Ne_rho_z45,Ne_rho_z63,True,,left_only
3929,Ne_rho_z45,Ne_rho_z64,True,,left_only
3930,Ne_rho_z45,Ne_rho_z65,True,,left_only
3931,Ne_rho_z45,Ne_rho_z66,True,,left_only
3932,Ne_rho_z45,Ne_rho_z67,True,,left_only
3987,Ne_rho_z45,Te_rho_z65,True,,left_only
3993,Ne_rho_z46,Ne_rho_z14,True,,left_only
3994,Ne_rho_z46,Ne_rho_z16,True,,left_only
3995,Ne_rho_z46,Ne_rho_z17,True,,left_only
3996,Ne_rho_z46,Ne_rho_z18,True,,left_only
3997,Ne_rho_z46,Ne_rho_z19,True,,left_only
3998,Ne_rho_z46,Ne_rho_z20,True,,left_only
3999,Ne_rho_z46,Ne_rho_z21,True,,left_only
4000,Ne_rho_z46,Ne_rho_z22,True,,left_only
4001,Ne_rho_z46,Ne_rho_z23,True,,left_only
4038,Ne_rho_z46,Ne_rho_z61,True,,left_only
4039,Ne_rho_z46,Ne_rho_z62,True,,left_only
4040,Ne_rho_z46,Ne_rho_z63,True,,left_only
4041,Ne_rho_z46,Ne_rho_z64,True,,left_only
4042,Ne_rho_z46,Ne_rho_z65,True,,left_only
4043,Ne_rho_z46,Ne_rho_z66,True,,left_only
4044,Ne_rho_z46,Ne_rho_z67,True,,left_only
4100,Ne_rho_z46,Te_rho_z65,True,,left_only
4106,Ne_rho_z47,Ne_rho_z14,True,,left_only
4107,Ne_rho_z47,Ne_rho_z16,True,,left_only
4108,Ne_rho_z47,Ne_rho_z17,True,,left_only
4109,Ne_rho_z47,Ne_rho_z18,True,,left_only
4110,Ne_rho_z47,Ne_rho_z19,True,,left_only
4111,Ne_rho_z47,Ne_rho_z20,True,,left_only
4112,Ne_rho_z47,Ne_rho_z21,True,,left_only
4113,Ne_rho_z47,Ne_rho_z22,True,,left_only
4114,Ne_rho_z47,Ne_rho_z23,True,,left_only
4152,Ne_rho_z47,Ne_rho_z62,True,,left_only
4153,Ne_rho_z47,Ne_rho_z63,True,,left_only
4154,Ne_rho_z47,Ne_rho_z64,True,,left_only
4155,Ne_rho_z47,Ne_rho_z65,True,,left_only
4156,Ne_rho_z47,Ne_rho_z66,True,,left_only
4157,Ne_rho_z47,Ne_rho_z67,True,,left_only
4219,Ne_rho_z48,Ne_rho_z14,True,,left_only
4220,Ne_rho_z48,Ne_rho_z16,True,,left_only
4221,Ne_rho_z48,Ne_rho_z17,True,,left_only
4222,Ne_rho_z48,Ne_rho_z18,True,,left_only
4223,Ne_rho_z48,Ne_rho_z19,True,,left_only
4224,Ne_rho_z48,Ne_rho_z20,True,,left_only
4225,Ne_rho_z48,Ne_rho_z21,True,,left_only
4226,Ne_rho_z48,Ne_rho_z22,True,,left_only
4227,Ne_rho_z48,Ne_rho_z23,True,,left_only
4265,Ne_rho_z48,Ne_rho_z62,True,,left_only
4266,Ne_rho_z48,Ne_rho_z63,True,,left_only
4267,Ne_rho_z48,Ne_rho_z64,True,,left_only
4268,Ne_rho_z48,Ne_rho_z65,True,,left_only
4269,Ne_rho_z48,Ne_rho_z66,True,,left_only
4270,Ne_rho_z48,Ne_rho_z67,True,,left_only
4332,Ne_rho_z49,Ne_rho_z14,True,,left_only
4333,Ne_rho_z49,Ne_rho_z16,True,,left_only
4334,Ne_rho_z49,Ne_rho_z17,True,,left_only
4335,Ne_rho_z49,Ne_rho_z18,True,,left_only
4336,Ne_rho_z49,Ne_rho_z19,True,,left_only
4337,Ne_rho_z49,Ne_rho_z20,True,,left_only
4338,Ne_rho_z49,Ne_rho_z21,True,,left_only
4339,Ne_rho_z49,Ne_rho_z22,True,,left_only
4340,Ne_rho_z49,Ne_rho_z23,True,,left_only
4379,Ne_rho_z49,Ne_rho_z63,True,,left_only
4380,Ne_rho_z49,Ne_rho_z64,True,,left_only
4381,Ne_rho_z49,Ne_rho_z65,True,,left_only
4382,Ne_rho_z49,Ne_rho_z66,True,,left_only
4383,Ne_rho_z49,Ne_rho_z67,True,,left_only
4457,Ne_rho_z50,Ne_rho_z14,True,,left_only
4458,Ne_rho_z50,Ne_rho_z16,True,,left_only
4459,Ne_rho_z50,Ne_rho_z17,True,,left_only
4460,Ne_rho_z50,Ne_rho_z18,True,,left_only
4461,Ne_rho_z50,Ne_rho_z19,True,,left_only
4462,Ne_rho_z50,Ne_rho_z20,True,,left_only
4463,Ne_rho_z50,Ne_rho_z21,True,,left_only
4464,Ne_rho_z50,Ne_rho_z22,True,,left_only
4465,Ne_rho_z50,Ne_rho_z23,True,,left_only
4505,Ne_rho_z50,Ne_rho_z64,True,,left_only
4506,Ne_rho_z50,Ne_rho_z65,True,,left_only
4507,Ne_rho_z50,Ne_rho_z66,True,,left_only
4508,Ne_rho_z50,Ne_rho_z67,True,,left_only
4571,Ne_rho_z51,Ne_rho_z14,True,,left_only
4572,Ne_rho_z51,Ne_rho_z16,True,,left_only
4573,Ne_rho_z51,Ne_rho_z17,True,,left_only
4574,Ne_rho_z51,Ne_rho_z18,True,,left_only
4575,Ne_rho_z51,Ne_rho_z19,True,,left_only
4576,Ne_rho_z51,Ne_rho_z20,True,,left_only
4577,Ne_rho_z51,Ne_rho_z21,True,,left_only
4578,Ne_rho_z51,Ne_rho_z22,True,,left_only
4579,Ne_rho_z51,Ne_rho_z23,True,,left_only
4619,Ne_rho_z51,Ne_rho_z64,True,,left_only
4620,Ne_rho_z51,Ne_rho_z65,True,,left_only
4621,Ne_rho_z51,Ne_rho_z66,True,,left_only
4622,Ne_rho_z51,Ne_rho_z67,True,,left_only
4684,Ne_rho_z52,Ne_rho_z14,True,,left_only
4685,Ne_rho_z52,Ne_rho_z16,True,,left_only
4686,Ne_rho_z52,Ne_rho_z17,True,,left_only
4687,Ne_rho_z52,Ne_rho_z18,True,,left_only
4688,Ne_rho_z52,Ne_rho_z19,True,,left_only
4689,Ne_rho_z52,Ne_rho_z20,True,,left_only
4690,Ne_rho_z52,Ne_rho_z21,True,,left_only
4691,Ne_rho_z52,Ne_rho_z22,True,,left_only
4692,Ne_rho_z52,Ne_rho_z23,True,,left_only
4733,Ne_rho_z52,Ne_rho_z65,True,,left_only
4734,Ne_rho_z52,Ne_rho_z66,True,,left_only
4735,Ne_rho_z52,Ne_rho_z67,True,,left_only
4797,Ne_rho_z53,Ne_rho_z14,True,,left_only
4798,Ne_rho_z53,Ne_rho_z16,True,,left_only
4799,Ne_rho_z53,Ne_rho_z17,True,,left_only
4800,Ne_rho_z53,Ne_rho_z18,True,,left_only
4801,Ne_rho_z53,Ne_rho_z19,True,,left_only
4802,Ne_rho_z53,Ne_rho_z20,True,,left_only
4803,Ne_rho_z53,Ne_rho_z21,True,,left_only
4804,Ne_rho_z53,Ne_rho_z22,True,,left_only
4805,Ne_rho_z53,Ne_rho_z23,True,,left_only
4847,Ne_rho_z53,Ne_rho_z66,True,,left_only
4848,Ne_rho_z53,Ne_rho_z67,True,,left_only
4909,Ne_rho_z54,Ne_rho_z14,True,,left_only
4910,Ne_rho_z54,Ne_rho_z16,True,,left_only
4911,Ne_rho_z54,Ne_rho_z17,True,,left_only
4912,Ne_rho_z54,Ne_rho_z18,True,,left_only
